ID_BANDA,NOMBRE_COMPLETO,LOCALIDAD,PROVINCIA,FECHA_FUND,FECHA_EXT,ULTIMO_DISCO,STATUS,CANAL_URL,CANDIDATOS,NOTA
90,Agrupación Musical Christus Vincit,Jerez De La Frontera,,1981.0,1995.0,1994.0,no_encontrado,,,"Los resultados se refieren sobre todo a interpretaciones de la marcha 'Christus Vincit' por otras bandas, no a un canal propio de esta agrupación extinta de Jerez de la Frontera."
91,Banda De Cornetas Y Tambores Sagrada Columna Y Azotes,Sevilla,,1992.0,,2012.0,exacto,https://www.youtube.com/lascigarreras,,"Banda conocida popularmente como 'Las Cigarreras' (Hermandad de la Sagrada Columna y Azotes y María Stma. de la Victoria, Sevilla), coincide con la web conocida lascigarreras.net."
92,Banda de Cornetas y Tambores Virgen de las Angustias,Sevilla,,1974.0,1986.0,1986.0,no_encontrado,,,"Banda extinta desde 1986 (Sevilla); no aparece canal propio, solo referencias a otras bandas de Sevilla con nombres similares (Sol, Ángeles, Esencia)."
93,Banda De Cornetas Y Tambores María Santísima De Las Penas,Úbeda,,1996.0,,2007.0,exacto,https://www.youtube.com/@penasdeubeda,,"Canal 'Banda María Stma. de las Penas de Úbeda', coincide con nombre y localidad; web propia penasubeda.com confirma la banda."
94,Agrupación Musical Santísimo Cristo De La Sagrada Columna Y Azotes,Écija,,2007.0,,,exacto,https://www.youtube.com/channel/UCiDPG3p3UTUOtU18FLzb-bg,,"Canal 'Agrupación Musical Azotes Écija', coincide con nombre completo y localidad (Écija); también activa en Instagram @am.azotes."
95,Agrupación Musical Nuestro Padre Jesús Nazareno,La Rambla,,1969.0,,2005.0,no_encontrado,,,"Banda de La Rambla (Córdoba). No confundir con la agrupación homónima de La Roda de Andalucía (Sevilla, ID_BANDA 104) que sí tiene canal propio '@amNazarenodelaRoda'. No se encontró canal propio para la de La Rambla, solo vídeos sueltos de terceros."
96,Agrupación Musical Nuestra Señora de las Angustias,Andújar,,2002.0,,2009.0,no_encontrado,,,Banda de Andújar (Jaén). Existe cuenta en X (@angustiasanduja) pero no se identificó canal de YouTube propio; los vídeos encontrados son de usuarios/canales de terceros o de la homónima de Granada.
97,Banda De Cornetas Y Tambores De Las Reales Cofradías Fusionadas,Málaga,,1980.0,,2008.0,dudoso,,"https://www.youtube.com/channel/UCaeqKl-GYyzVNM99WsKWAog (Canal 'RR.CC. FUSIONADAS', parece ser el canal general de la Hermandad Sacramental y Reales Cofradías Fusionadas de Málaga, no específicamente el de la banda de cornetas y tambores (que en 2024 se reconvirtió en 'Agrupación Musical Fusionadas'). Coincide con la web conocida bandafusionadas.blogspot.com.es a nivel de institución, pero no está confirmado que sea el canal propio de la formación musical.)",DESCARTADO: cambio de denominacion
98,Banda De Cornetas Y Tambores Nuestro Padre Jesús Caído,Córdoba,,1996.0,2007.0,2002.0,dudoso,,"https://www.youtube.com/channel/UCyYP9D0jweXaHxuy6EyTTKQ (Canal 'Banda Caído y Fuensanta', de la 'Banda de Cornetas y Tambores Nuestro Padre Jesús Caído y Nuestra Señora de la Fuensanta de Córdoba'. El nombre completo incluye 'y Nuestra Señora de la Fuensanta', que no coincide exactamente con el nombre registrado ('Nuestro Padre Jesús Caído'), por lo que no está claro si es la misma banda (posible cambio de nombre) o una diferente.)",DESCARTADO: fusionada para crear la banda caido y fuensanta
99,Banda De Cornetas Y Tambores Santísimo Cristo Del Amor,El Puerto De Santa María,,,2010.0,2009.0,no_encontrado,,,"Se encontró una página de Facebook de 'Banda de Cornetas y Tambores Cristo del Amor y de la Paz' (El Puerto de Santa María), pero el nombre no coincide exactamente y no se localizó canal de YouTube."
100,Banda De Cornetas Y Tambores Santísimo Cristo De La Victoria,León,,1995.0,,2005.0,exacto,https://www.youtube.com/@bandavictorialeon,,"Canal 'Stmo. Cristo de la Victoria - León', coincide con nombre completo, localidad y año de fundación (1994/1995); web propia bandavictoria.es."
101,Banda de Cornetas y Tambores Nuestra Señora del Carmen,Málaga,,2005.0,0.0,2012.0,exacto,https://www.youtube.com/@BCTCarmenMalaga,,"Canal oficial 'BCTCarmenMalaga' de la Banda de Cornetas y Tambores Ntra. Sra. del Carmen del Perchel (Málaga), fundada en 2005, coincide con localidad y año de fundación."
102,Agrupación Musical Nuestro Padre Jesús De Los Remedios,Castilleja De La Cuesta,,1984.0,1990.0,1990.0,no_encontrado,,,Banda extinta (1990) de Castilleja de la Cuesta; no se encontró ningún canal ni referencia clara en YouTube.
103,Agrupación Musical San Julián,Sevilla,,1986.0,1991.0,1988.0,no_encontrado,,,"Banda extinta (1991, Sevilla); sus miembros pasaron a formar la agrupación 'María Santísima de la Paz'. No se encontró canal de YouTube propio."
104,Agrupación Musical Nuestro Padre Jesús Nazareno,La Roda De Andalucía,,1995.0,,2001.0,exacto,https://www.youtube.com/@amNazarenodelaRoda,,Canal oficial de la Agrupación Musical Ntro. Padre Jesús Nazareno de La Roda de Andalucía (Sevilla); coincide con localidad y actividad reciente (conciertos y estrenos 2024-2025).
105,Agrupación Musical María Inmaculada,Castilleja De La Cuesta,,1984.0,,1996.0,no_encontrado,,,"Banda de Castilleja de la Cuesta; solo se encontraron vídeos sueltos subidos por terceros/particulares, ningún canal propio identificable."
106,Agrupación Musical Santa Cecilia,Sevilla,,2008.0,,2018.0,exacto,https://www.youtube.com/@SantaCeciliaSev,,"Canal 'Agrupación Musical Santa Cecilia Sevilla', confirmado distinto de la homónima de Aguilar de la Frontera (@AM_SantaCecilia); coincide con la web conocida santaceciliasevilla.es."
107,Banda De Cornetas Y Tambores Nuestra Señora Del Rosario,Arriate,,1994.0,,2016.0,exacto,https://www.youtube.com/channel/UCDeiJdD2kx12cbzfpcngOnA,,"Canal 'Rosario de Arriate' con numerosos vídeos etiquetados 'BCT Rosario (Arriate)', coincide con nombre completo y localidad."
108,Agrupación Musical Santísima Trinidad,Sevilla,,1986.0,1996.0,1990.0,no_encontrado,,,"Banda extinta (1996, Sevilla); no se encontró canal de YouTube propio, solo referencias históricas y canales no relacionados (p.ej. Salesianos Trinidad)."
109,Agrupación Musical La Estrella,Alcalá De Guadaira,,1974.0,2008.0,1996.0,no_encontrado,,,"Banda extinta (Alcalá de Guadaira). Solo aparece un canal de 'La Estrella de Jaén' (banda homónima distinta) y canales de la Banda de Música de Alcalá de Guadaíra, ninguno correspondiente a esta agrupación."
110,Agrupación Musical Vera Cruz,Campillos,,1981.0,,2011.0,exacto,https://www.youtube.com/@LaVeraCruzdeCampillos,"https://www.youtube.com/channel/UCX0qfK3q5pO0FYfTd9J3BQA (Canal titulado 'La Vera Cruz de Campillos' con vídeos de la banda (marchas, conciertos), pero existe otro canal idéntico en nombre (posible duplicado o canal Topic) y no se pudo confirmar cuál es el gestionado oficialmente por la banda.) | https://www.youtube.com/channel/UCgYnaqy7BzTAFGWVGlvegvQ (Segundo canal con el mismo nombre 'La Vera Cruz de Campillos', posiblemente canal Topic autogenerado o canal secundario.)","Hay abundante contenido en YouTube de la banda pero dos canales distintos con el mismo nombre, sin poder determinar cuál es el oficial gestionado por la agrupación."
111,Banda De Cornetas Y Tambores Lágrimas De San Pedro,Málaga,,2003.0,2011.0,2006.0,no_encontrado,,,Banda extinta (Málaga). Solo aparecen vídeos sueltos y CDs referenciados en tiendas de discos; no se encontró canal propio.
112,Banda De Cornetas Y Tambores Nuestra Señora De La Asunción,Jódar,,2007.0,,2013.0,exacto,https://www.youtube.com/@asunciondejodar,,"Canal 'Asunción Jódar' con vídeos propios de conciertos y actuaciones de la banda de Jódar (Jaén), coincide con su web asuncionjodar.com."
113,Banda De Cornetas Y Tambores Esencia,Sevilla,,2006.0,,2020.0,exacto,https://www.youtube.com/@ccyttesencia,,"Canal oficial de Banda de Cornetas y Tambores Esencia de Sevilla (también accesible como youtube.com/c/BandadeCCyTTEsencia), con conciertos y estrenos propios."
114,Banda De Cornetas Y Tambores Santísimo Cristo De La Expiración,Huéscar,,1966.0,,2000.0,exacto,https://www.youtube.com/channel/UCuBxtXWWheiQAs-uiJfU5tQ,,"Canal 'Banda de cornetas y tambores Expiración Huéscar', coincide con localidad (Huéscar) y nombre de la banda."
115,Agrupación Musical Santa Marta,Jerez De La Frontera,,1978.0,1997.0,1996.0,no_encontrado,,,Banda extinta desde 1997 (Jerez de la Frontera). Aparece un canal genérico llamado 'SANTA MARTA' sin poder confirmar relación con esta agrupación; se descarta por ambigüedad.
116,Banda De Cornetas Y Tambores San Eustaquio,Sanlúcar La Mayor,,,,1997.0,no_encontrado,,,No aparece canal propio en YouTube; solo referencias en directorios (Musicofrades) y blogs locales de Sanlúcar la Mayor.
117,Agrupación Musical Nuestro Padre Jesús Cautivo,Estepona,,2001.0,,2015.0,exacto,https://www.youtube.com/c/CautivodeEstepona,,"Canal 'Cautivo de Estepona', coincide con la banda y localidad (Estepona, Málaga)."
118,Agrupación Musical La Unión,Montilla,,1981.0,,2011.0,exacto,https://www.youtube.com/channel/UCjGQ6uVv-QQeNZOMGe8zCfg,,Canal 'Agrupacion Musical La Unión' con conciertos propios de 2020-2025 en Montilla.
119,Banda De Cornetas Y Tambores Santísimo Cristo De La Expiración,Jaén,,1995.0,,2012.0,no_encontrado,,,"Banda de Jaén (distinta de la homónima de Huéscar, ID 114). Solo se encontraron vídeos subidos por terceros/aficionados y un canal de YouTube Music, sin canal propio identificable."
120,Banda De Cornetas Y Tambores Nuestra Señora De Gracia,Carmona,,1995.0,,2004.0,exacto,https://www.youtube.com/@BandaCarmona23,,"Canal 'BCT Nuestra Señora de Gracia de Carmona', coincide con nombre y localidad."
121,Banda De Cornetas Y Tambores Sagrada Lanzada,Valladolid,,1998.0,,2006.0,dudoso,,"https://www.youtube.com/channel/UCRgv3VN_CZzHtzoBe7coadQ (Canal 'Agrupación Musical Cristo de la Sagrada Lanzada - Topic', es un canal Topic autogenerado por YouTube (no gestionado directamente por la banda), aunque el contenido coincide con la banda de Valladolid.)","Tienen web (sagradalanzada.com) y blog propios, pero no se localizó un canal de YouTube gestionado oficialmente por la banda, solo el canal Topic automático. | DESCARTADO"
122,Banda De Cornetas Y Tambores Amor De Cristo,San Juan De Aznalfarache,,2003.0,,2014.0,no_encontrado,,,Banda de San Juan de Aznalfarache. Solo se encontró blog (bandaccttamordecristo.blogspot.com) y páginas de Facebook; no se localizó canal propio de YouTube. Cuidado: existen bandas homónimas 'Amor de Cristo/Cristo del Amor' en otras localidades.
123,Banda De Cornetas Y Tambores Nuestro Padre Jesús De Los Remedios,Castilleja De La Cuesta,,1979.0,,1997.0,exacto,https://www.youtube.com/@bdelosremedios,,"Canal 'Banda CCTT Santísimo Cristo de los Remedios', coincide con Castilleja de la Cuesta, además hay web bdelosremedios.com."
124,Banda De Cornetas Y Tambores Nuestro Padre Jesús Del Gran Poder,Coria Del Rio,,1994.0,,2011.0,exacto,https://www.youtube.com/@bctgranpodercoriadelrio4977,,"Canal 'BCT Gran Poder Coria del Rio' con vídeos propios de marchas y actuaciones, coincide con la localidad."
125,Banda De Cornetas Y Tambores Santísimo Cristo De La Elevación,Campo De Criptana,,1991.0,,2014.0,exacto,https://www.youtube.com/user/CristoDeLaElevacion,,"Canal 'Banda Cristo de la Elevación' con numerosos vídeos propios de Campo de Criptana (Semana Santa, conciertos)."
129,Banda De Cornetas Y Tambores Nuestra Señora De La Salud,Córdoba,,2005.0,0.0,,exacto,https://www.youtube.com/@bandasaludcordoba,,"Canal 'Salud de Córdoba' con conciertos y estrenos propios recientes (2023-2025), coincide con la web wordpress conocida."
130,Banda de Cornetas y Tambores del Real Cuerpo de Bomberos,Málaga,,1911.0,0.0,2011.0,exacto,https://www.youtube.com/@BandadelRealCuerpodeBomberosde,"https://www.youtube.com/channel/UCNDMiTtc1ZAEKg4wYB70ypA (Canal 'Banda de Cornetas y Tambores Real Cuerpo de Bomberos - Topic', canal Topic autogenerado, no gestionado directamente por la banda.)","Hay muchos vídeos de terceros (documentales, actuaciones) pero no se identificó un canal propio gestionado oficialmente por la banda, solo el canal Topic."
131,Banda De Cornetas Y Tambores Nuestra Señora Del Rosario,Linares,,2000.0,0.0,2009.0,exacto,https://www.youtube.com/@rosariodlinares,,"Canal 'Rosario de Linares' con vídeos y playlist propios, coincide con la localidad (Linares) y cuenta X asociada."
132,Banda de Cornetas y Tambores Maestro Patón,Sevilla,,1970.0,1991.0,1982.0,no_encontrado,,,Banda extinta desde 1991. Solo aparecen vídeos antiguos (VHS 1987-1990) subidos por aficionados; no hay canal propio.
134,Banda de Cornetas y Tambores de la Policía Armada,Sevilla,,1940.0,1976.0,1967.0,no_encontrado,,,"Banda disuelta en 1976. No se encontró canal propio, solo referencias históricas y homenajes de otras bandas (Esencia)."
135,Banda De Cornetas Y Tambores María Santísima Del Amor,Úbeda,,1990.0,0.0,2013.0,exacto,https://www.youtube.com/@bandadelamor8817,,Canal 'Banda del Amor' con vídeos específicos 'BCT Amor (Úbeda)' y relación confirmada con la Hermandad de la Entrada en Jerusalén y María Santísima del Amor de Úbeda.
136,Banda de Cornetas y Tambores Amor y Sacrificio,Lebrija,,2009.0,0.0,2013.0,exacto,https://www.youtube.com/@bctamorysacrificiolebrija7483,"https://www.youtube.com/channel/UCt51U8BcA_gyDGcrZj2qOpw (Canal 'BCT Amor y Sacrificio', nombre coincide con la banda de Lebrija pero no se pudo verificar contenido con certeza.) | https://www.youtube.com/channel/UCr2OxBDdyZitRWlCkXuT2HA (Canal alternativo 'Amor y Sacrificio Lebrija', también candidato plausible; existen dos canales y no está claro cuál es el oficial vigente.)","Dos canales candidatos con nombres muy similares, no se pudo determinar con certeza cuál es el oficial actual de la banda."
137,Agrupación Musical Santísimo Cristo de la Vera-Cruz,La Puebla De Cazalla,,1995.0,0.0,2010.0,no_encontrado,,,Banda de La Puebla de Cazalla. Solo se encontró web propia (amveracruz.com) y páginas de Facebook; no se localizó canal de YouTube.
138,Banda de Cornetas y Tambores Nuestro Padre Jesús Nazareno,Cáceres,,2001.0,0.0,2007.0,no_encontrado,,,"Banda de Cáceres. Existen numerosas bandas homónimas 'Jesús Nazareno' en otras localidades (Arahal, Guadalajara, La Bañeza, Mairena del Alcor); ninguna corresponde a Cáceres, no se encontró canal propio."
139,"Banda de Cornetas y Tambores Santísimo Cristo de la Columna ""El Amarrado""",Ávila,,1998.0,0.0,2008.0,exacto,https://www.youtube.com/channel/UCyy1xrzvmq7OsBIBme3lVuQ,,"Canal 'B.C.T ""El Amarrado"" de Ávila', coincide exactamente con nombre y localidad, con numerosos vídeos propios de conciertos."
140,Banda de Cornetas y Tambores Nuestra Señora del Prado-La Pasión,Ciudad Real,,1991.0,0.0,2001.0,no_encontrado,,,"Solo aparecen un vídeo suelto (posible subida de terceros 'Esencia Cofrade'), una web blogspot y Facebook, pero ningún canal de YouTube propio identificable."
141,Banda De Cornetas Y Tambores Jesús Nazareno,Huelva,,1987.0,0.0,2008.0,exacto,https://www.youtube.com/channel/UCaIEA97Nql2HbfDtWKY9HlQ,,"Canal 'BCT Jesús Nazareno', coincide con la banda de Huelva; confirmado por su web oficial nazarenohuelva.com."
142,Banda de Cornetas y Tambores San Luis Bertrán,Valencia,,1999.0,0.0,2013.0,exacto,https://www.youtube.com/@bandasanluisbertran6506,,"Canal 'Banda San Luis Bertran', videos y certámenes coinciden con la banda de Valencia."
143,Banda de Cornetas y Tambores Santa Cruz,Almería,,1996.0,0.0,2007.0,exacto,https://www.youtube.com/c/BCTSantaCruzAlmeria,,Canal 'BCT Santa Cruz Almería' coincide con nombre y localidad.
144,Banda De Cornetas Y Tambores Cristo Del Amor,Guadalcanal,,2011.0,0.0,2013.0,no_encontrado,,,"Solo aparecen bandas homónimas 'Cristo del Amor y de la Paz' u otras, no específicamente de Guadalcanal."
145,Banda de Cornetas y Tambores Nuestra Señora del Rosario,Brenes,,2002.0,2013.0,2003.0,no_encontrado,,,"Solo aparecen bandas homónimas de Linares y Cádiz, ninguna específicamente de Brenes."
146,Agrupación Musical Sagrada Resurrección,Sanlúcar De Barrameda,,0.0,0.0,2013.0,exacto,https://www.youtube.com/channel/UCiV-UmbDvRY7D37K5vFiymg,,"Canal 'Agrupación Musical Sagrada resurrección', coincide con la banda de Sanlúcar de Barrameda."
147,Agrupación Musical Santa María la Blanca,Los Palacios Y Villafranca,,1981.0,0.0,1997.0,no_encontrado,,,"Solo aparecen vídeos sueltos de certámenes, sin canal propio identificable."
148,Banda De Cornetas Y Tambores María Santísima De La Palma,Marchena,,1988.0,0.0,2003.0,exacto,https://www.youtube.com/channel/UCXRg-TmhcaW1yGkGy_ayitg,,"Canal 'Banda La Palma Marchena', coincide con nombre y localidad."
150,Banda de Cornetas y Tambores Nuestro Padre Jesús Nazareno,Talavera De La Reina,,1993.0,0.0,,dudoso,,"https://www.youtube.com/channel/UCwwklAv56p0ApfPQX1nHyqw (Canal 'AM Ntro padre Jesús Nazareno de Talavera', pero aparece como 'Agrupación Musical' no como 'Banda de Cornetas y Tambores'; podría ser la misma entidad u otra distinta ligada a la misma hermandad.) | https://www.youtube.com/@bandademusicahdad.ntro.pad6174 (Canal 'Banda de Música Hdad. Ntro. Padre Jesús Nazareno', también de Talavera de la Reina, podría ser otra formación musical de la misma hermandad.)","En Talavera de la Reina parece haber varias formaciones musicales asociadas a la misma hermandad (AM, banda de música, banda de cornetas y tambores) y no está claro cuál corresponde exactamente al registro de la BD. | DESCARTADO: cambio de denominación"
151,Banda de Cornetas y Tambores Nuestro Señor en la columna,Úbeda,,2003.0,0.0,,no_encontrado,,,"Solo se encontró su blog (bandaccyttlacolumnaubeda.blogspot.com), sin canal de YouTube identificable."
152,Banda de Cornetas y Tambores Santísimo Cristo de la Fe y del Consuelo,Martos,,1991.0,0.0,,exacto,https://www.youtube.com/channel/UC8epd2c64uC2YQ-Pn5mCmmQ,,"Canal 'Fe y Consuelo Martos', coincide con nombre y localidad."
153,Agrupación Musical Nuestra Señora la Virgen de la Amargura (Paso Blanco),Lorca,,1995.0,0.0,,exacto,https://www.youtube.com/channel/UC79Q2qJFGYOVqZsPUwxLMxw,,"Canal 'Amargura de Lorca', coincide con la agrupación del Paso Blanco de Lorca."
154,Banda de Cornetas y Tambores Santísimo Cristo de la Vera Cruz,Pilas,,0.0,2008.0,,no_encontrado,,,"Solo aparecen bandas homónimas 'Vera Cruz' de Utrera, Los Palacios y Almogía; ninguna específicamente de Pilas."
155,Banda de Cornetas y Tambores Virgen Morena,Ocaña,,1974.0,0.0,,exacto,https://www.youtube.com/user/BandaVirgenMorena,,"Canal 'Banda Virgen Morena', coincide con nombre y localidad (Ocaña, Toledo); referencian su 40 aniversario."
156,Banda De Cornetas Y Tambores Santísimo Sacramento De Minerva Y Santa Vera Cruz,León,,1960.0,0.0,2006.0,no_encontrado,,,"Solo se encontró una cuenta de Twitter/X ('Banda Minerva'), no un canal de YouTube claro."
157,Agrupación Musical María Santísima de las Angustias Coronada (Los Gitanos),Sevilla,,2003.0,0.0,,dudoso,,"https://www.youtube.com/playlist?list=PLhbWgndmky4I7exe684IT1JI_iQX9zpt0 (Playlist de 'Agrupación Musical Juvenil Mª Santísima de las Angustias Coronada (Los Gitanos)'; corresponde a la sección juvenil, no está claro si es la misma entidad que la banda principal (Sección Musical Los Gitanos) de la BD.)","La web conocida es de la 'Sección Musical' de la Hermandad de los Gitanos; no se localizó un canal oficial claro de esa sección adulta, solo de la agrupación juvenil y vídeos de terceros. | DESCARTADO"
158,"Banda de Cornetas y Tambores Santísimo Cristo de la Columna y Maria Santisima de la Amargura ""Los Coloraos""",Daimiel,,1998.0,0.0,2013.0,exacto,https://www.youtube.com/user/bandacoloraos28,,"Canal 'BCT Los Coloraos - Daimiel', coincide con nombre y localidad."
159,Agrupación Musical Santísimo Cristo de la Bondad,Alcalá De Guadaíra,,0.0,0.0,2010.0,no_encontrado,,,"Solo aparecen vídeos sueltos y redes sociales (Instagram, Facebook, X), sin canal de YouTube propio identificable."
160,Agrupación Musical Nuestro Padre Jesús De La Vera + Cruz,Palma Del Río,Córdoba,2006.0,0.0,,no_encontrado,,,Solo se encontró su blog y un canal 'Sección Musical Vera Cruz' de identidad ambigua (posible homónimo no verificado de Palma del Río).
161,"Agrupación Musical ""José Serrano Alcobendas""",Palma Del Río,,1982.0,2006.0,,no_encontrado,,,Banda extinta (fusionada en 2006); no se encontró canal de YouTube propio. Un canal 'Agrupación Señor Serrano' no coincide claramente en nombre.
162,Agrupación Musical Franjira - Santo Sepulcro,Palma Del Río,,1954.0,2006.0,,no_encontrado,,,"Banda extinta (fusionada en 2006), no se encontró canal de YouTube."
163,Agrupación Musical La Redención,Palma De Mallorca,,2004.0,0.0,2011.0,no_encontrado,,,No se encontró canal de YouTube propio; los resultados se confunden con una agrupación homónima de Sevilla.
164,Banda de Cornetas y Tambores Santa María del Triunfo,Granada,,1990.0,2002.0,1999.0,no_encontrado,,,"Banda extinta de Granada, no se encontró canal ni vídeos propios en YouTube."
165,Agrupación Musical Cristo Rey de los Judíos,Bollullos Par Del Condado,,2004.0,0.0,2005.0,no_encontrado,,,No se encontró canal de YouTube ni vídeos propios.
166,Banda De Cornetas Y Tambores De La Archicofradía Del Paso Y La Esperanza,Málaga,Málaga,1998.0,0.0,2014.0,no_encontrado,,,"Solo aparece un vídeo suelto y su web (bctlaesperanza.com), sin canal de YouTube propio identificado claramente."
167,Agrupación Musical Nuestra Señora Del Rosario,Crevillente,,1990.0,0.0,2013.0,exacto,https://www.youtube.com/channel/UCt5XHTaWOC4A5jzgdtQ8q8w,,"Canal 'Rosario de Crevillent', coincide con nombre y localidad."
168,Banda de Cornetas y Tambores La Humildad,Torreperogil,Jaén,2006.0,0.0,2013.0,no_encontrado,,,"Solo aparecen vídeos sueltos (2013, 2023) subidos por terceros; no se localiza canal propio de la banda."
169,Banda de la Cruz Roja,Jerez De La Frontera,Cádiz,0.0,1981.0,1981.0,no_encontrado,,,"Extinta desde 1981. Las búsquedas devuelven bandas homónimas de Cruz Roja en Sevilla y San Fernando, no específicamente Jerez de la Frontera."
170,Agrpación Musical Santísimo Cristo De Los Afligidos,Utrera,Sevilla,0.0,2009.0,1999.0,no_encontrado,,,Solo aparecen referencias en discografía/blogs y Spotify; sin canal de YouTube identificado.
171,Banda de Cornetas y Tambores Nuestra Señora del Carmen Coronada,San Fernando,Cádiz,0.0,2009.0,2005.0,no_encontrado,,,"Solo se encuentra el canal de la Hermandad/Archicofradía del Carmen Coronada, no un canal propio de la banda musical."
172,Agrupación Musical Nuestro Padre Jesús Nazareno,La Palma Del Condado,Huelva,1984.0,0.0,2012.0,exacto,https://www.youtube.com/channel/UCP02pxg4NH-Eqpq-08EkNHw,,"Canal ""AM Nazareno | La Palma del Condado"" con vídeos propios de estrenos y actuaciones de la banda."
173,Agrupación Musical Cofradía de Nuestra Señora de las Angustias y Soledad,León,León,1991.0,0.0,2012.0,exacto,https://www.youtube.com/@am_angustias,,"Canal ""A.M. Angustias y Soledad - León"" con conciertos y estrenos propios de la agrupación."
174,Agrupación Musical Santísimo Cristo De La Buena Muerte,Linares,Jaén,0.0,2002.0,2002.0,no_encontrado,,,No aparece canal propio; solo referencias en directorios (Musicofrades) y prensa local.
175,Banda de Cornetas y Tambores Nuestro Padre Jesús Nazareno,Arahal,Sevilla,1992.0,0.0,2017.0,exacto,https://www.youtube.com/@BandaNazareno.Arahal,,"Canal ""Banda Nazareno Arahal"", con DVDs, conciertos de presentación de disco y vídeos propios."
176,Agrupación Musical Virgen de la Soledad,Huéscar,Granada,1986.0,0.0,1993.0,dudoso,,"https://www.youtube.com/playlist?list=PL2AFnVaWFLvLHMOXYbOcQJ4NnNzkZ5g5H (Playlist específica ""Agrupación Musical Virgen de la Soledad. Huéscar"" con contenido propio de la banda, pero no se identifica el canal/handle que la aloja como oficial de la agrupación (en redes usan @amsoledadhuescar, no confirmado en YouTube).)",DESCARTADO
177,Agrupación Musical Nuestro Padre Jesús de la Salud,Churriana De La Vega,Granada,2001.0,0.0,2010.0,no_encontrado,,,"Los vídeos encontrados son de la banda invitada AM Exfiliana tocando en Churriana de la Vega, no de una banda propia con canal identificable."
178,Banda de Cornetas y Tambores Coronación,Campillos,Málaga,0.0,0.0,2006.0,exacto,https://www.youtube.com/channel/UCOv26U0L8q70aQmP6pl_4_Q,,"Canal ""Coronación Campillos Oficial"", explícitamente etiquetado como oficial de la banda."
179,Agrupación Musical Santa Vera Cruz,Castro Del Río,Córdoba,2011.0,0.0,2013.0,no_encontrado,,,El canal 'Sección Musical Vera Cruz' encontrado no se confirma como el mismo grupo (extinto) de Castro del Río; hay varias bandas homónimas Vera Cruz en otras localidades.
180,Banda De Cornetas Y Tambores Del Santísimo Cristo Del Perdón Y Nuestra Señora De La Amargura,Pozoblanco,Córdoba,1991.0,0.0,2006.0,no_encontrado,,,Solo vídeos sueltos subidos por terceros/aficionados; no se localiza canal propio de la banda de Pozoblanco.
181,Banda de Cornetas y Tambores Nuestra Señora de la Antigua,Sevilla,Sevilla,0.0,0.0,,no_encontrado,,,"La búsqueda solo devuelve bandas homónimas distintas de Sevilla (Ntra. Sra. del Sol, Esencia, etc.), no un canal propio de esta banda."
182,Banda de Cornetas y Tambores Nuestra Señora de las Angustias,Porcuna,Jaén,0.0,0.0,,no_encontrado,,,Solo aparece un vídeo suelto de 2011 y el blog oficial; no se identifica canal de YouTube propio.
