ID_BANDA,NOMBRE_COMPLETO,LOCALIDAD,PROVINCIA,FECHA_FUND,FECHA_EXT,ULTIMO_DISCO,STATUS,CANAL_URL,CANDIDATOS,NOTA
183,"Agrupación Musical Nuestro Padre Jesús Nazareno, Cristo de la Caridad y María Santísima en su Soledad",Hinojosa Del Duque,Córdoba,0.0,0.0,,dudoso,,"https://www.youtube.com/playlist?list=PL2f6CeNO631LCmqCCxvUFmr9QyZnjOgAE (Playlist específica de la banda de Hinojosa del Duque, pero aloja en un canal que reúne playlists de varias bandas distintas (no exclusivo de esta agrupación), y el canal 'Topic' asociado es autogenerado.)",DESCARTADO
184,Banda de Cornetas y Tambores Santísima Sangre de Cristo,Elche,Alicante,0.0,0.0,,dudoso,,"https://www.youtube.com/channel/UCL1so9oOcC1RtmNS6jUsxXw (Canal ""Banda de la Sangre"", nombre coherente con la banda y su web bandasangre.es, pero no se pudo confirmar con certeza que sea el canal gestionado oficialmente por la banda.)",DESCARTADO
185,Agrupación Musical Nuestro Padre Jesús Cautivo,Alcaudete,Jaén,2000.0,0.0,,no_encontrado,,,"Solo aparece un vídeo documental suelto y presencia en Facebook; no se localiza canal de YouTube propio (hay bandas homónimas en Cazorla, Dos Hermanas, Estepona)."
186,Banda de Cornetas y Tambores María Santísima del Amor y Paz,Montoro,Córdoba,0.0,0.0,,no_encontrado,,,Solo un vídeo suelto de una marcha; no se identifica canal propio (existe cuenta X @BCTAmoryPaz pero no canal de YouTube confirmado).
187,Banda de Cornetas y Tambores Nuestro Padre Jesús Nazareno y María Santísima de la Soledad,Astorga,León,0.0,0.0,,no_encontrado,,,"Aparece una playlist de un encuentro musical relacionado, pero no un canal propio de la banda."
188,Banda De Cornetas Y Tambores Rosario Y Victoria,Brenes,Sevilla,0.0,0.0,2017.0,exacto,https://www.youtube.com/@BandadeccyttRosarioyvictoria,,Canal con handle explícito de la banda de Brenes.
189,Agrupación Musical SPQR los Romanos,Iznájar,Córdoba,0.0,0.0,,no_encontrado,,,Los vídeos encontrados están subidos por canales de certámenes/terceros; no se localiza canal propio de la agrupación.
190,Banda de Cornetas y Tambores Nuestro Padre Jesús Nazareno,Fuente Palmera,Córdoba,0.0,0.0,,no_encontrado,,,"Existe web Wix y blog oficial, pero no se localiza canal de YouTube propio; solo vídeos sueltos de terceros."
191,Agrupación Musical Santa Cecilia,Aguilar De La Frontera,Córdoba,0.0,0.0,,exacto,https://www.youtube.com/user/SantaCeciliaAguilar,,"Canal oficial con conciertos, estrenos y actuaciones propias de la agrupación de Aguilar de la Frontera."
192,Banda de Cornetas y Tambores Nuestro Padre Jesús Nazareno,Lepe,Huelva,2006.0,0.0,,no_encontrado,,,Solo un vídeo suelto de 2023 subido por terceros; no se localiza canal propio de la banda de Lepe.
193,Agrupación Musical Cristo Yacente,Salamanca,Salamanca,2002.0,0.0,,exacto,https://www.youtube.com/channel/UC9iLCSklPyOO7bMd4Zm1w3Q,,"Canal ""AM Cristo Yacente Salamanca"" con conciertos y actuaciones propias de la agrupación."
194,Banda De Cornetas Y Tambores Nuestro Padre Jesús De La Sentencia,Almuñécar,Granada,2002.0,0.0,,no_encontrado,,,"Solo un vídeo suelto de 2021; presencia en blog y X (@BandaSentencia), pero no se localiza canal de YouTube propio."
195,Agrupación Musical Nuestra Señora Del Mar,Huércal De Almería,Almería,2005.0,0.0,,exacto,https://www.youtube.com/channel/UCRIFkVrHSl5GrObjGpdAx9Q,,"Canal titulado 'Agrupación Musical Nuestra Señora del Mar', coincide con banda y localidad (Huércal de Almería). Web oficial amntrasradelmar.es coincide."
196,Agrupación Musical Ecce Mater,Cádiz,Cádiz,2006.0,0.0,2017.0,exacto,https://www.youtube.com/channel/UC6XAU5rKbPcMh9whBfRqd8w,,"Canal 'AM Ecce Mater', numerosos vídeos propios de conciertos y marchas de la agrupación de Cádiz."
197,Agrupación Musical Santo Ángel Custodio,Rute,Córdoba,2009.0,0.0,,exacto,https://www.youtube.com/channel/UCN95T0JaO3S_ZjupXVyOL8A,,"Canal 'AM Santo Ángel Custodio Rute', coincide con localidad (Rute, Córdoba)."
198,AM Nuestro Padre Jesús Nazareno ,Villa Del Río,Córdoba,1999.0,0.0,2014.0,no_encontrado,,,Solo se encontraron blogs (amlamadruga.blogspot.com) y vídeos sueltos de terceros; no aparece canal propio de YouTube.
199,Agrupación Musical Nuestro Padre Jesús Cautivo,Granada,Granada,2010.0,0.0,,no_encontrado,,,"Aparece su web amcautivogranada.es y vídeos de terceros, pero no un canal propio identificable; existe banda homónima 'Jesús del Rescate' (antes Cautivo) en Granada que genera confusión."
200,Agrupación Musical Santa Cruz,Huelva,Huelva,2001.0,0.0,,exacto,https://www.youtube.com/channel/UCY4Yb4qxEeL6akoypiH9d6w,,"Canal 'Santa Cruz de Huelva', coincide con nombre y localidad, con uploads recientes."
201,Agrupación Musical Arroquia Martínez,Jódar,Jaén,1980.0,0.0,2017.0,exacto,https://www.youtube.com/c/amArroquiaMartinez,,"Canal 'A. M. Arroquia Martínez', coincide con banda de Jódar (Jaén); también accesible como youtube.com/user/amarroquiamartinez."
202,Agrupación Musical Virgen De Gracia,Archidona,Málaga,2010.0,0.0,2016.0,exacto,https://www.youtube.com/channel/UC2KmqxlTqqchFmIoXAzXKdA,,"Canal 'Agrupación Musical Virgen de Gracia' con múltiples vídeos específicos de Archidona (Málaga); existe otra banda homónima en Villarreal, verificado que este canal corresponde a Archidona."
203,Agrupación Musical Nuestra Señora Del Juncal,Sevilla,Sevilla,2012.0,2018.0,,exacto,https://www.youtube.com/@AMJuncalOficial,,"Handle explícito 'AMJuncalOficial', coincide con banda de Sevilla."
204,Agrupación Musical Veterana,Sevilla,Sevilla,2013.0,0.0,,no_encontrado,,,Numerosos vídeos de sus actuaciones pero no se identifica un canal propio oficial (solo Facebook 'VeteranadeSevillaOficial' y X @VeteranaSevilla).
205,Banda De Cornetas Y Tambores Nuestro Padre Jesús De Las Tres Caídas,Arcos De La Frontera,Cádiz,1989.0,0.0,,exacto,https://www.youtube.com/user/BandaTresCaidasArcos,,"Canal 'BandaTresCaidasArcos', coincide directamente con banda y localidad (Arcos de la Frontera)."
206,Banda de Cornetas y Tambores Sayones de Nuestro Padre Jesús Nazareno,Pozoblanco,Córdoba,1972.0,0.0,,exacto,https://www.youtube.com/c/BandaSayones,,"Canal 'Banda Sayones', confirmado por Facebook 'Banda Sayones Pozoblanco' como la misma banda."
207,Banda De Cornetas Y Tambores Nuestro Padre Jesús De Las Tres Caídas Del Realejo,Granada,Granada,2002.0,0.0,,no_encontrado,,,Solo aparecen vídeos subidos por terceros/aficionados de sus salidas procesionales en Granada; no se identifica canal propio oficial.
208,Banda de Cornetas y Tambores Nuestro Padre Jesús del Gran Poder,Granada,Granada,2006.0,0.0,,exacto,https://www.youtube.com/channel/UCpLPhSoWmybIgE6Nyd9lzoA,,"Canal 'Banda Cornetas y Tambores Gran Poder de Granada', coincide con banda y localidad."
209,Banda De Cornetas Y Tambores Virgen De La Salud,Huelva,Huelva,1996.0,0.0,,exacto,https://www.youtube.com/@BCTSaludHuelva,"https://www.youtube.com/c/Expiraci%C3%B3nSaludyEsperanza (En 2019 esta banda (Virgen de la Salud) se fusionó con la Banda del Cristo de la Expiración de Huelva formando 'Expiración, Salud y Esperanza'. El canal es de la banda fusionada/sucesora, no un canal propio exclusivo de 'Virgen de la Salud' como entidad independiente.)",No se encontró canal propio previo a la fusión de 2019; existe posible homónimo 'Salud de Córdoba' (@bandasaludcordoba) que no corresponde a esta banda de Huelva.
210,Banda De Cornetas Y Tambores Cristo De La Expiración,Huelva,Huelva,1985.0,0.0,,dudoso,,"https://www.youtube.com/c/Expiraci%C3%B3nSaludyEsperanza (Tras la fusión de 2019 con Virgen de la Salud, la banda pasó a llamarse 'Expiración, Salud y Esperanza'; el canal corresponde a la banda sucesora/fusionada, no exclusivamente a 'Cristo de la Expiración' como entidad independiente.)",Coincide con la fecha de extinción registrada (fusión 2019); no hay canal propio identificado previo a la fusión. | DESCARTADO
211,Banda De Cornetas Y Tambores San Francisco Javier,Sevilla,Sevilla,1988.0,1998.0,,no_encontrado,,,Banda extinta en 1998 (pre-YouTube); no aparece ningún resultado específico en la búsqueda.
212,Banda de Cornetas y Tambores Nuestra Señora de la Merced,El Viso Del Alcor,Sevilla,2003.0,0.0,,no_encontrado,,,"Existe web propia (ccttmercedviso.com) y numerosas noticias, pero no se localizó un canal de YouTube propio en los resultados."
213,Banda De Cornetas Y Tambores Santo Cristo Varón De Dolores,Sevilla,Sevilla,1989.0,0.0,,no_encontrado,,,Es la sección juvenil de la Banda del SôL; se encontró su blog (bandavarondedolores.blogspot.com) pero no un canal de YouTube propio identificable.
214,Banda De Cornetas Y Tambores Nuestra Señora Del Carmen,Sevilla,Sevilla,2006.0,0.0,,no_encontrado,,,"Los resultados solo muestran una banda homónima de Málaga (@BCTCarmenMalaga, distinta banda); no se encontró canal para la banda de Sevilla."
215,Agrupación Musical Columna y Lágrimas,Baeza,Jaén,1996.0,0.0,2006.0,no_encontrado,,,Solo aparecen vídeos sueltos subidos por terceros; no se identifica canal propio de la agrupación de Baeza.
216,Agrupación Musical Nuestro Padre Jesús Nazareno y María Santísia de los Dolores,Gilena,Sevilla,0.0,0.0,2013.0,exacto,https://www.youtube.com/@agrupacionmusicaldegilena,,Handle 'agrupacionmusicaldegilena' coincide con su web oficial agrupacionmusicaldegilena.com y banda de Gilena.
217,Agrupación Musical San Fernando Rey,Burgos,Burgos,0.0,0.0,2005.0,no_encontrado,,,Solo aparece un vídeo suelto de 2009 subido por terceros; no se localiza canal propio de la agrupación de Burgos.
218,Banda De Cornetas Y Tambores Nuestro Padre Jesús Rescatado,Córdoba,Córdoba,2011.0,2015.0,2014.0,no_encontrado,,,"Existen varias bandas homónimas 'Jesús Rescatado' en otras localidades (Pozoblanco -Los Tolitos-, La Solana y Villanueva de los Infantes en Ciudad Real), ninguna corresponde a la banda de Córdoba capital (extinta 2015, web bandarescatadocordoba.org); no se encontró canal propio de esta última."
219,Banda de Cornetas y Tambores Santísimo Cristo del Ecce - Homo,Abarán,Murcia,0.0,0.0,,no_encontrado,,,"Tiene Facebook oficial (eccehom0abaran) y cuenta X (@cctteccehomo), pero los vídeos de YouTube encontrados están subidos por canales de certámenes/terceros; no se identifica canal propio."
220,Banda de Cornetas y Tambores de la Fervorosa Hermandad de la Flagelación y Gloria,Elche,Alicante,0.0,0.0,,exacto,https://www.youtube.com/c/BctFlagelacionyGloria,,"Canal 'Bct Flagelacion y Gloria', coincide con la banda de Elche."
221,Agrupación Musical de Córdoba,Córdoba,Córdoba,0.0,2002.0,,no_encontrado,,,Nombre demasiado genérico y banda extinta desde 2002; no aparece ningún resultado plausible.
222,Agrupación Musical Santísimo Cristo de la Humildad y Paciencia,El Puerto De Santa María,Cádiz,1987.0,0.0,,no_encontrado,,,"Solo aparecen vídeos sueltos de terceros (medios locales, OndaPasion) y perfiles de Instagram/X (@AMHumildadPacie, @hdad.humildadypaciencia); no se localiza un canal de YouTube propio de la agrupación."
223,Banda de Cornetas y Tambores Nuestra Señora del Dolor,Hellín,Albacete,2005.0,0.0,,no_encontrado,,,La búsqueda devuelve sobre todo bandas homónimas de 'Nuestra Señora del Sol' de otras localidades; hay Instagram (@bandadeldolor) pero no un canal de YouTube identificable de Hellín.
224,Agrupación Musical San Juan de Jerusalén,Madridejos,Toledo,1959.0,0.0,2014.0,no_encontrado,,,"El único canal 'Agrupación Musical San Juan (Oficial)' encontrado corresponde a Jerez de la Frontera (Cádiz), no a Madridejos (Toledo). La web oficial (amsanjuanjerusalen.com) referencia vídeos propios pero no un canal de YouTube."
225,Banda de Cornetas y Tambores Nuestro Padre Jesús Nazareno Rescatado,Valdepeñas,Ciudad Real,1992.0,0.0,2013.0,no_encontrado,,,"Se encuentran vídeos sueltos ('Marcha Rocío', 'Spot 20 Aniversario') de terceros sobre la banda de Valdepeñas, pero no un canal propio; existen bandas homónimas 'Rescatado' en La Solana y Villanueva de los Infantes que generan confusión."
226,Agrupación Musical Muchachos de Consolación,Utrera,Sevilla,1960.0,0.0,2008.0,exacto,https://www.youtube.com/@ammuchachosdeconsolacion,"https://www.youtube.com/playlist?list=PLMy8Tfj85UmPuMEcKdautw5hKU8kzq1wp (Playlist específica titulada 'AM Muchachos de Consolación (Utrera)' con numerosos vídeos de la agrupación, pero no se ha podido confirmar el canal propietario ni si es gestionado por la propia banda.)","Múltiples vídeos individuales bien identificados con el nombre de la banda, pero sin canal oficial claramente identificado."
227,Agrupación Musical La Pollinica,Marbella,Málaga,1970.0,0.0,2014.0,dudoso,,"https://www.youtube.com/channel/UCihXPkkXw-Syl23oS8kRXNQ (Canal 'Pollinica Marbella' con vídeos de la agrupación musical (p.ej. 'La saeta. Agrupación Musical la Pollinica de Marbella'), pero podría corresponder a la Hermandad de la Pollinica en general y no exclusivamente a la banda musical.)",DESCARTADO
228,Agrupación Musical La Paz,Palma De Mallorca,,2008.0,0.0,,no_encontrado,,,Solo aparece ficha en directorio Musicofrades; sin resultados de YouTube.
229,Banda de Cornetas y Tambores Santísimo Cristo de la Expiración,Sabiote,Jaén,1998.0,0.0,,no_encontrado,,,"Los resultados corresponden a bandas homónimas 'Expiración' de Jaén capital, Morón de la Frontera y Huéscar; no se localiza canal específico de Sabiote."
230,Banda de Cornetas y Tambores Santísimo Cristo Despojado,Valladolid,Valladolid,1945.0,0.0,,no_encontrado,,,No se encuentra canal propio; resultados dominados por bandas homónimas 'Despojado' de Granada y otras localidades.
231,Banda de Cornetas y Tambores La Caída,San Lorenzo De El Escorial,Madrid,1986.0,0.0,,no_encontrado,,,"Existe blog (bandalacaida.blogspot.com) y ficha en directorios, pero no se localiza canal de YouTube."
232,Banda de Cornetas y Tambores Nuestro Padre Jesús Cautivo,Talavera De La Reina,Toledo,1995.0,0.0,,no_encontrado,,,Los resultados corresponden casi en exclusiva a la banda homónima 'Jesús Cautivo' de Málaga; no se encuentra nada específico de Talavera de la Reina.
233,Banda de Cornetas y Tambores El Buen Camino,Humanes,Guadalajara,2007.0,0.0,,no_encontrado,,,"Blog y Facebook localizados, sin canal de YouTube propio identificado."
234,Agrupación Musical Santísimo Cristo de la Vera+Cruz,Albaida Del Aljarafe,Sevilla,1980.0,2004.0,,no_encontrado,,,"Banda extinta desde 2004; solo se localizan Facebook e Instagram, sin YouTube."
235,Banda de Cornetas y Tambores Santísimo Cristo de la Buena Muerte,Palencia,Palencia,2006.0,0.0,,no_encontrado,,,"Solo aparece playlist de un canal recopilatorio de terceros ('PL2f6CeNO631...'), no un canal oficial de la banda."
236,Banda de Cornetas y Tambores Padre Nuestro,Palencia,Palencia,2001.0,0.0,,no_encontrado,,,Solo se localizan blog y foro; ningún resultado de YouTube.
237,Agrupación Musical Virgen de la Amargura,Ferrol,,2007.0,0.0,,no_encontrado,,,"Web oficial y Facebook localizados, pero los vídeos de YouTube encontrados pertenecen a bandas homónimas de Lorca y Santander, no a la de Ferrol."
238,Agrupación Musical Santo Cristo De La Bienaventuranza,León,León,2011.0,0.0,,no_encontrado,,,"Existen numerosos vídeos etiquetados 'AM SCB León' desde 2014, pero repartidos en subidas sueltas sin un canal de YouTube único identificable como oficial."
239,Agrupación Musical Santo Sepulcro - Esperanza de la Vida,León,León,1992.0,0.0,,dudoso,,"https://www.youtube.com/channel/UC0K6X5xXzcm2GWNCR6oEtrg (Canal 'Cofradía Santo Sepulcro - Esperanza de la Vida (León)' con nombre coincidente, pero parece ser el canal de la cofradía en general y no específicamente de la agrupación musical.)",
240,Banda De Cornetas Y Tambores Nuestro Padre Jesús Cautivo,Málaga,Málaga,2008.0,0.0,2015.0,no_encontrado,,,"Presencia fuerte en Instagram/Facebook (@bandacautivomalaga) pero el contenido de YouTube localizado es solo una playlist de un canal recopilatorio de terceros, no un canal propio."
241,Agrupación Musical La Expiración,Salamanca,Salamanca,1998.0,0.0,,exacto,https://www.youtube.com/@amlaexpiraciondesalamanca,,"Canal 'Agrupación Musical La Expiración-Salamanca', nombre y localidad coinciden claramente. También existe un canal alternativo/histórico en https://www.youtube.com/channel/UCRgfsSQnMxgfxtnCHeV5d7g."
242,Agrupación Musical Dulce Nombre de Jesús Nazareno,León,León,2005.0,0.0,,dudoso,,"https://www.youtube.com/playlist?list=PLYUAbhbooXiymnITeNhctvI8TM0xgstYh (Playlist 'A.M. Dulce Nombre de Jesús Nazareno León' con vídeos recientes de la agrupación, pero no está claro el canal propietario.) | https://www.youtube.com/@jhsleon1611 (Canal de la Cofradía del Dulce Nombre de Jesús Nazareno de León, que podría incluir contenido de la agrupación musical pero no es exclusivo de ella.)","Existe también una Banda de Cornetas y Tambores homónima (BCT JHS, ID 243) que genera confusión sobre a cuál pertenece cada canal."
243,Banda de Cornetas y Tambores Dulce Nombre de Jesús Nazareno,León,León,1963.0,2005.0,1999.0,dudoso,,"https://www.youtube.com/channel/UCJGaVHSNQHhv47kbdyGPzEw (Canal 'Cornetas y Tambores Dulce Nombre de Jesús Nazareno' con nombre coincidente, pero la banda está extinta desde 2005 y el canal parece tener actividad más moderna, por lo que no está claro que corresponda a esta entidad concreta y no a la Agrupación Musical homónima (ID 242) o a una reactivación posterior.)",
244,Agrupación Musical La Lanzada,Granada,Granada,1987.0,2001.0,,no_encontrado,,,"Se localiza un canal 'Topic' automático (no gestionado por la banda) y el canal de la Hermandad (LANZADATVGR), pero ningún canal propio y oficial de la agrupación musical, que además está extinta desde 2001."
245,Banda de Cornetas y Tambores Escuela de Música de Punta Umbría,Punta Umbría,Huelva,2004.0,0.0,2014.0,no_encontrado,,,Solo se localizan cuentas de Twitter/X (@BandadePunta) y noticias del Ayuntamiento; sin canal de YouTube.
246,Agrupación Musical La Fe,Posadas,Córdoba,2011.0,0.0,,no_encontrado,,,"Web oficial (amlafe.jimdofree.com) localizada, pero sin canal de YouTube propio; existe una agrupación homónima 'La Fe' en Granada que no debe confundirse con la de Posadas."
247,Agrupación Musical Nuestro Padre Jesús Nazareno,Peñaflor,Sevilla,1983.0,0.0,,no_encontrado,,,"El canal oficial encontrado (https://www.youtube.com/channel/UCZn5k45GvYE-elqXHnz0zUA) corresponde a La Roda de Andalucía (Sevilla), no a Peñaflor, según los propios resultados de búsqueda."
248,Banda de Cornetas y Tambores Ciudad de Toro,Toro,Zamora,2004.0,0.0,2014.0,no_encontrado,,,Solo se localiza un perfil de Vimeo ('Banda CIUDAD DE TORO'); en YouTube los resultados corresponden a la banda homónima distinta 'BCT Tres Caídas de Toro'.
249,Agrupación Musical Dulce Nombre de Jesús,Alcalá La Real,Jaén,0.0,0.0,,exacto,https://www.youtube.com/channel/UCI58vqK7Je_gXJbvMjy6QVA,,"Canal 'A.M. Dulce Nombre de Jesús' cuyas redes (Facebook/X @amdulcenombre) se corresponden con la de Alcalá la Real. Ojo: existe otra Agrupación Musical con el mismo nombre en Granada (surgida en 2004 de la fusión de Luz Casanova con la Cofradía de la Humildad), posible homonimia."
250,Banda de Cornetas y Tambores La Unión,Baena,Córdoba,2009.0,0.0,,exacto,https://www.youtube.com/c/BandaCornetasyTamboresLaUnion,,"Canal 'Banda Cornetas y Tambores La Union', con vídeos propios de la banda de Baena (Córdoba)."
251,Banda de Cornetas y Tambores Centuria Romana Nuestro Padre Jesús Nazareno,Linares,Jaén,2012.0,0.0,,no_encontrado,,,"Búsqueda confusa: aparecen bandas homónimas de Aguilar de la Frontera y Marchena, y canales genéricos 'Nazareno Linares' / 'Pasión de Linares' sin identificar claramente a esta banda concreta de Linares."
252,Agrupación Musical San Juan,Bailén,Jaén,2013.0,0.0,,exacto,https://www.youtube.com/@agrupacionmusicalsanjuande1191,,Handle coincide con 'Agrupación Musical San Juan de Bailén'. También existe otro canal 'San Juan de Bailén' (https://www.youtube.com/channel/UCiI1Blfobd_bCCCw5Ixjl4g) que podría ser un canal antiguo/duplicado de la misma banda.
253,Banda de Cornetas y Tambores Clavos de Cristo,Berja,Almería,0.0,0.0,,no_encontrado,,,"Solo aparecen vídeos sueltos subidos por terceros y una página de Facebook, sin canal propio identificable."
254,Agrupación Musical María Santísima de la Encarnación,Osuna,Sevilla,2013.0,0.0,,no_encontrado,,,"Solo se encontró blog (amencarnaciondeosuna.blogspot.com), ningún canal de YouTube propio."
255,Agrupación Musical Virgen de Gracia,Vila-Real,Castellón,2012.0,0.0,,dudoso,,"https://www.youtube.com/channel/UCJttkcM52qoDiv5PbLd_0Vg (Canal titulado 'Agrupación Musical Virgen de Gracia Vila-real', nombre completo coincide con localidad.) | https://www.youtube.com/channel/UC2KmqxlTqqchFmIoXAzXKdA (Segundo canal titulado 'Agrupación Musical Virgen de Gracia', posible duplicado o canal distinto de una agrupación folklórica homónima.)","Dos canales candidatos con nombre casi idéntico, no se pudo determinar cuál es el oficial vigente."
256,Banda de Cornetas y Tambores Cristo del Amor,Tarancón,Cuenca,2000.0,0.0,,no_encontrado,,,Solo vídeos sueltos de terceros (certámenes) y una página de Facebook; no se localizó canal propio.
257,Banda de Cornetas y Tambores de la Hermandad de la Dolorosa,Oliva,Valencia,0.0,0.0,,no_encontrado,,,No aparecen resultados específicos de YouTube para esta banda de Oliva.
258,Banda de Cornetas y Tambores La Vera Cruz,Oliva,Valencia,0.0,0.0,,no_encontrado,,,"Los resultados se confunden con bandas homónimas 'Vera Cruz' de Utrera, Los Palacios y Almogía; no se identificó canal propio de la de Oliva (Valencia)."
259,Banda de Cornetas y Tambores La Verónica,Pego,Alicante,1998.0,0.0,,no_encontrado,,,No se encontró canal ni vídeos claramente identificables de esta banda de Pego (Alicante).
260,Banda de Cornetas y Tambores San Juan Evangelista,Guardamar Del Segura,Alicante,0.0,0.0,,no_encontrado,,,"Nombre muy genérico; los resultados se refieren casi todos a la conocida banda homónima de Triana (Sevilla), no a la de Guardamar del Segura (Alicante)."
261,Banda de Cornetas y Tambores La Merced,Huelva,Huelva,2015.0,0.0,,no_encontrado,,,"Musicofrades la lista como extinta; solo hay vídeos sueltos subidos por terceros, sin canal propio."
262,Banda de Cornetas y Tambores Pasión de Cristo,Sevilla,Sevilla,2007.0,0.0,,no_encontrado,,,Esta banda se fusionó en 2023 con 'Santísimo Cristo de la Resurrección' formando 'Pasión y Resurrección'; no existe canal propio de 'Pasión de Cristo' en solitario.
263,Agrupación Musical Nuestra Señora del Carmen,Cuevas De Almanzora,Almería,0.0,0.0,,dudoso,,"https://www.youtube.com/playlist?list=PL03984D712AF4D747 (Playlist titulada 'A.M. Virgen del Carmen, Cuevas del Almanzora (ALMERÍA)' con vídeos de la banda, pero no se pudo confirmar si pertenece a un canal oficial propio o a un canal aficionado/recopilatorio.)","No se identificó canal oficial propio, solo una playlist y perfiles de Facebook/X."
264,Banda de Cornetas y Tambores de la Policía Municipal,Sevilla,Sevilla,1979.0,1982.0,,no_encontrado,,,Banda extinta desde 1982; sin presencia en YouTube.
265,Banda de Cornetas y Tambores Santísimo Cristo de la Humildad y Paciencia,Cádiz,Cádiz,1996.0,1998.0,,no_encontrado,,,"Solo aparece una playlist en un canal recopilatorio de terceros (con playlists de muchas bandas distintas), no un canal propio de la banda."
266,Agrupación Musical Virgen del Buensuceso,Los Corrales,Sevilla,2005.0,0.0,,exacto,https://www.youtube.com/@AMVIRGENBUENSUCESO,,"Canal oficial activo con vídeos propios recientes (2025) de la banda de Los Corrales (Sevilla), coincide con su web ambuensuceso.com."
267,Agrupación Musical Santa María de la Esperanza,Sevilla,Sevilla,2014.0,0.0,,no_encontrado,,,"Numerosos vídeos etiquetados 'AM Santa María de la Esperanza (Fraternitas)' pero subidos por canales de terceros/aficionados, sin canal propio identificable."
268,Banda de Cornetas y Tambores Nuestro Padre Jesús Cautivo,Sanlúcar La Mayor,Sevilla,1999.0,0.0,,no_encontrado,,,La banda se fusionó en 2006 con la de Aznalcázar (blog cautivoysantiagosanlucar.blogspot.com); los resultados de YouTube corresponden mayormente a una banda homónima de Málaga. No se localizó canal propio.
269,Banda de Cornetas y Tambores Santa María de la Victoria,Málaga,Málaga,2010.0,0.0,,no_encontrado,,,Fuentes confirman que la banda dejó de existir (sustituida en 2022); no se encontró canal propio de YouTube.
270,Agrupación Musical Luz Casanova,Granada,Granada,1994.0,2004.0,,no_encontrado,,,La agrupación se fusionó en 2004 con la Cofradía del Señor de la Humildad pasando a llamarse 'Agrupación Musical Dulce Nombre de Jesús' (de Granada); no existe canal propio bajo el nombre 'Luz Casanova'.
271,Agrupación Musical Santísimo Cristo de la Clemencia,Jerez De La Frontera,Cádiz,2016.0,0.0,,dudoso,,"https://www.youtube.com/playlist?list=PLS-R39kEzCug_i8qg-MOLN36ya1x8rUjq (Playlist 'Repertorio 2023 Agrupación Musical Santísimo Cristo de la Clemencia' con varios vídeos y conciertos recientes (2023-2024), pero no se pudo confirmar si el canal que la aloja es el oficial de la banda.)","Banda activa (Jerez de la Frontera) con abundante contenido en YouTube, pero no se identificó con certeza la URL del canal oficial (posible handle relacionado con @amlaclemencia en X, sin confirmar en YouTube)."
272,Agrupación Musical San Miguel Arcángel,Puertollano,Ciudad Real,2013.0,0.0,2018.0,exacto,https://www.youtube.com/channel/UC0azGtw-0TxXoQXuEoU2z-Q,,Canal 'AGRUPACIÓN MUSICAL ARCÁNGEL' (antiguo usuario amsmarcangel) con vídeos y álbumes propios de la banda de Puertollano (Ciudad Real).
